dataset,technique,parameter_value,attribute,value,gt_count,llm_count,hallucinated_count
pediatric_trauma,SentenTree,20.0,pupil->secondarysurvey,67,0.0,1.0,1.0
pediatric_trauma,Sequence Synopsis,30.0,blanket,32,0.0,1.0,1.0
pediatric_trauma,Sequence Synopsis,30.0,gcs,66,0.0,1.0,1.0
pediatric_trauma,Sequence Synopsis,30.0,iv,80,0.0,1.0,1.0
pediatric_trauma,Sequence Synopsis,30.0,pupil,140,0.0,1.0,1.0
pediatric_trauma,Sequence Synopsis,30.0,temp,34,0.0,1.0,1.0
process_mining,CoreFlow,15.0,commit changes->commit changes,17,0.0,1.0,1.0
process_mining,CoreFlow,20.0,exit->exit,13,0.0,1.0,1.0
process_mining,SentenTree,15.0,commit changes->commit changes,17,0.0,1.0,1.0
test,CoreFlow,20.0,f->exit,2,0.0,1.0,1.0
test,SentenTree,20.0,c->g,2,0.0,1.0,1.0
test,SentenTree,20.0,f->exit,2,0.0,1.0,1.0
umdvsunc_D2O_basketball,CoreFlow,15.0,rebound->exit,15,0.0,1.0,1.0
umdvsunc_D2O_basketball,CoreFlow,15.0,rebound->made shot,19,0.0,1.0,1.0
umdvsunc_D2O_basketball,CoreFlow,15.0,start->umd offense,69,0.0,1.0,1.0
umdvsunc_D2O_basketball,CoreFlow,15.0,umd offense->exit,14,0.0,1.0,1.0
umdvsunc_D2O_basketball,CoreFlow,15.0,umd offense->rebound,21,0.0,1.0,1.0
umdvsunc_D2O_basketball,CoreFlow,15.0,unc offense->exit,15,0.0,1.0,1.0
umdvsunc_D2O_basketball,CoreFlow,15.0,unc offense->rebound,34,0.0,1.0,1.0
umdvsunc_D2O_basketball,CoreFlow,25.0,start->umd offense,69,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,15.0,made shot->umd offense,35,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,15.0,missed shot->umd offense,15,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,15.0,rebound->umd offense,34,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,15.0,start->made shot,22,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,15.0,start->missed shot,15,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,15.0,start->rebound,23,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,15.0,unc offense->missed shot,24,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,25.0,start->exit,24,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,25.0,start->made shot,23,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,25.0,start->missed shot,24,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,25.0,start->rebound,22,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,25.0,start->umd offense,34,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,25.0,umd offense->rebound,22,0.0,1.0,1.0
vast_1000,CoreFlow,5.0,entrance->ranger-base,53,0.0,1.0,1.0
vast_1000,CoreFlow,5.0,exit->ranger-base,53,0.0,1.0,1.0
vast_1000,CoreFlow,10.0,exit->exit,53,0.0,1.0,1.0
